Time;pH1_001_PV;O2_flow_001.PV;DO1_001.PV;CO2_flow_001.PV;BioR_temp_001.PV;Air_flow_001.PV;BioR_stirring_001.SP;BioOUT_pump_001.SP;BioIN_pump_001.SP;Base_pump_001.SP
22/09/2024 04:51:54.999;;;;;37.2;;;;;
22/09/2024 04:56:58.914;;;93;;;;;;;
22/09/2024 04:59:57.820;;;;;37.0;;;;;
22/09/2024 05:00:00.120;;;;;37.1;;;;;
22/09/2024 05:00:47.459;;;;20.2;;;;;;
22/09/2024 05:02:21.037;;;93;;;;;;;
22/09/2024 05:12:44.769;;;93;;;;;;;
22/09/2024 05:18:56.889;;;93;;;;;;;
22/09/2024 05:39:06.037;;;;24.5;;;;;;
22/09/2024 05:39:06.940;;;;16.8;;;;;;
22/09/2024 05:46:35.024;;;;;36.9;;;;;
22/09/2024 05:47:55.547;7.39;;;;;180;;;;
22/09/2024 05:53:34.867;;;;;37.2;;;;;
22/09/2024 05:56:42.661;;;93;;;;;;;
22/09/2024 05:59:27.790;;;;20.0;;;;;;
22/09/2024 05:59:29.054;;;;;36.9;;;;;
22/09/2024 06:00:09.251;;;;18.6;;;;;;
22/09/2024 06:00:12.366;;;93;;;;;;;
22/09/2024 06:00:13.652;;;;;37.1;;;;;
22/09/2024 06:01:31.166;;;;14.5;;;;;;
22/09/2024 06:22:33.819;;;;31.2;;;;;;
22/09/2024 06:24:05.640;;;93;;;;;;;
22/09/2024 06:47:55.621;7.39;;;;;180;;;;
22/09/2024 06:52:15.272;;;;;37.1;;;;;
22/09/2024 06:53:19.784;;;;20.0;;;;;;
22/09/2024 06:55:34.784;;;93;;;;;;;
22/09/2024 06:56:50.181;;;;;36.9;;;;;
22/09/2024 06:58:45.819;;;;;37.0;;;;;
22/09/2024 07:00:32.022;;;;;37.1;;;;;
22/09/2024 07:01:46.406;;;;19.7;;;;;;
22/09/2024 07:03:11.016;;;93;;;;;;;
22/09/2024 07:16:15.833;;;93;;;;;;;
22/09/2024 07:18:35.331;;;;14.6;;;;;;
22/09/2024 07:28:27.063;;;93;;;;;;;
22/09/2024 07:37:30.077;;;;;36.8;;;;;
22/09/2024 07:40:05.780;;;;;37.1;;;;;
22/09/2024 07:47:55.654;7.39;;;;;180;;;;
22/09/2024 07:53:33.317;;;;30.1;;;;;;
22/09/2024 07:58:25.254;;;93;;;;;;;
22/09/2024 07:58:28.433;;;;20.0;;;;;;
22/09/2024 07:59:53.825;;;;;36.9;;;;;
22/09/2024 08:00:02.322;;;;;37.0;;;;;
22/09/2024 08:01:32.441;;;93;;;;;;;
22/09/2024 08:10:21.238;;;;25.5;;;;;;
22/09/2024 08:13:05.050;;;;13.0;;;;;;
22/09/2024 08:20:52.463;;;;;37.1;;;;;
22/09/2024 08:28:31.096;;;;27.7;;;;;;
22/09/2024 08:28:32.499;7.39;;;;;;;;;
22/09/2024 08:34:53.023;;;;;36.8;;;;;
22/09/2024 08:46:55.031;;;94;;;;;;;
22/09/2024 08:47:55.684;7.39;;;;;180;;;;
22/09/2024 08:54:23.635;;;93;;;;;;;
22/09/2024 08:59:09.785;;;93;;;;;;;
22/09/2024 08:59:14.689;;;;;37.0;;;;;
22/09/2024 08:59:48.489;;;;20.1;;;;;;
22/09/2024 09:00:14.563;;;;;37.1;;;;;
22/09/2024 09:01:24.259;;;;;36.8;;;;;
22/09/2024 09:01:44.648;;;93;;;;;;;
22/09/2024 09:02:08.070;;;;18.7;;;;;;
22/09/2024 09:18:56.502;;;;27.8;;;;;;
22/09/2024 09:24:37.533;;;93;;;;;;;
22/09/2024 09:38:04.440;;;94;;;;;;;
22/09/2024 09:47:55.691;7.39;;;;;180;;;;
22/09/2024 09:53:12.996;;;;15.5;;;;;;
22/09/2024 09:56:55.788;;;93;;;;;;;
22/09/2024 09:58:59.488;;;;19.9;;;;;;
22/09/2024 09:59:50.608;;;;;37.1;;;;;
22/09/2024 10:00:01.418;;;;;37.0;;;;;
22/09/2024 10:00:04.298;;;93;;;;;;;
22/09/2024 10:00:12.807;;;;21.8;;;;;;
22/09/2024 10:00:21.802;;;93;;;;;;;
22/09/2024 10:04:05.390;;;;;37.2;;;;;
22/09/2024 10:20:10.562;;;;;36.9;;;;;
22/09/2024 10:26:37.270;;;;;;180;;;;
22/09/2024 10:26:39.082;;;;;;193;;;;
22/09/2024 10:26:42.660;;;;;;175;;;;
22/09/2024 10:45:01.114;;;;15.7;;;;;;
22/09/2024 10:47:55.714;7.39;;;;;180;;;;
22/09/2024 10:53:18.641;;;;30.3;;;;;;
22/09/2024 10:55:08.910;;;94;;;;;;;
22/09/2024 10:55:38.611;;;;20.0;;;;;;
22/09/2024 10:56:37.604;;;93;;;;;;;
22/09/2024 10:59:51.807;;;;;36.9;;;;;
22/09/2024 11:00:00.521;;;93;;;;;;;
22/09/2024 11:00:02.628;;;;;37.1;;;;;
22/09/2024 11:03:19.431;;;93;;;;;;;
22/09/2024 11:05:05.567;7.39;;;;;;;;;
22/09/2024 11:07:16.069;;;94;;;;;;;
22/09/2024 11:07:48.539;;;;20.1;;;;;;
22/09/2024 11:30:48.198;;;;19.8;;;;;;
22/09/2024 11:39:58.145;;;;20.7;;;;;;
22/09/2024 11:40:40.248;;;;;37.1;;;;;
22/09/2024 11:47:55.818;7.39;;;;;180;;;;
22/09/2024 11:49:24.058;;;;;36.9;;;;;
22/09/2024 11:53:32.645;;;93;;;;;;;
22/09/2024 11:56:18.660;;;;20.0;;;;;;
22/09/2024 11:59:56.288;;;;;37.0;;;;;
22/09/2024 12:00:11.576;;;;;36.9;;;;;
22/09/2024 12:00:16.261;;;93;;;;;;;
22/09/2024 12:04:55.269;;;93;;;;;;;
22/09/2024 12:09:23.496;;;;20.2;;;;;;
22/09/2024 12:09:25.690;;;;20.3;;;;;;
22/09/2024 12:23:19.533;;;93;;;;;;;
22/09/2024 12:29:56.742;;;;;36.9;;;;;
22/09/2024 12:43:18.364;;;;19.8;;;;;;
22/09/2024 12:47:55.906;7.38;;;;;180;;;;
22/09/2024 12:48:21.970;;;;;37.2;;;;;
22/09/2024 12:51:45.005;;;93;;;;;;;
22/09/2024 12:58:19.287;;;;20.0;;;;;;
22/09/2024 12:59:57.683;;;;;36.9;;;;;
22/09/2024 13:00:00.310;;;;;37.0;;;;;
22/09/2024 13:01:54.318;;;93;;;;;;;
22/09/2024 13:06:48.198;;;;19.9;;;;;;
22/09/2024 13:16:28.223;;;93;;;;;;;
22/09/2024 13:40:42.011;;;;;36.9;;;;;
22/09/2024 13:45:29.110;;;;;37.2;;;;;
22/09/2024 13:47:55.953;7.38;;;;;180;;;;
22/09/2024 13:54:38.302;;;;19.7;;;;;;
22/09/2024 13:54:38.733;;;;20.2;;;;;;
22/09/2024 13:55:28.735;;;93;;;;;;;
22/09/2024 13:56:49.230;;;;20.0;;;;;;
22/09/2024 13:59:46.534;;;93;;;;;;;
22/09/2024 13:59:58.555;;;;;37.1;;;;;
22/09/2024 14:00:00.337;;;;;37.0;;;;;
22/09/2024 14:03:28.415;;;;19.8;;;;;;
22/09/2024 14:08:10.138;;;93;;;;;;;
22/09/2024 14:08:33.344;;;;;36.9;;;;;
22/09/2024 14:24:29.281;;;93;;;;;;;
22/09/2024 14:33:11.301;;;;15.7;;;;;;
22/09/2024 14:42:28.842;;;;20.2;;;;;;
22/09/2024 14:45:37.724;;;;;37.1;;;;;
22/09/2024 14:46:22.031;;;93;;;;;;;
22/09/2024 14:47:55.461;7.39;;93;20.0;;180;;;;
22/09/2024 14:59:23.458;;;;;37.0;;;;;
22/09/2024 15:00:27.856;;;;;37.1;;;;;
22/09/2024 15:01:22.882;;;93;;;;;;;
22/09/2024 15:03:54.969;;;;14.5;;;;;;
22/09/2024 15:39:19.370;;;93;;;;;;;
22/09/2024 15:42:59.756;;;;;37.1;;;;;
22/09/2024 15:47:55.485;7.39;;;;;180;;;;
22/09/2024 15:55:42.192;;;;28.1;;;;;;
22/09/2024 15:57:37.011;;;93;;;;;;;
22/09/2024 15:59:27.083;;;;;36.9;;;;;
22/09/2024 15:59:28.390;;;;;37.0;;;;;
22/09/2024 15:59:58.701;;;;20.0;;;;;;
22/09/2024 16:00:08.591;;;93;;;;;;;
22/09/2024 16:00:59.708;;;;;36.9;;;;;
22/09/2024 16:01:28.706;;;;19.8;;;;;;
22/09/2024 16:20:05.460;;;;;37.2;;;;;
22/09/2024 16:25:01.971;;;;;36.9;;;;;
22/09/2024 16:43:34.509;;;93;;;;;;;
22/09/2024 16:47:55.557;7.38;;;;;180;;;;
22/09/2024 16:49:00.316;;;;29.0;;;;;;
22/09/2024 16:49:01.219;;;;16.4;;;;;;
22/09/2024 16:49:02.601;;;;20.0;;;;;;
22/09/2024 16:58:05.210;;;93;;;;;;;
22/09/2024 16:59:05.941;;;93;;;;;;;
22/09/2024 16:59:49.848;;;;;37.0;;;;;
22/09/2024 17:00:13.020;;;;27.2;;;;;;
22/09/2024 17:00:20.941;;;;;36.9;;;;;
22/09/2024 17:01:26.342;;;93;;;;;;;
22/09/2024 17:09:45.836;;;93;;;;;;;
22/09/2024 17:43:30.824;;;;15.5;;;;;;
22/09/2024 17:44:56.333;;;93;;;;;;;
22/09/2024 17:45:06.533;;;;;37.2;;;;;
22/09/2024 17:47:55.577;7.38;;;;;180;;;;
22/09/2024 17:50:47.634;;;;;36.9;;;;;
22/09/2024 17:57:57.485;;;93;;;;;;;
22/09/2024 17:58:58.753;;;;20.0;;;;;;
22/09/2024 17:59:53.480;;;;;37.0;;;;;
22/09/2024 18:00:04.263;;;;;37.1;;;;;
22/09/2024 18:00:52.980;;;93;;;;;;;
22/09/2024 18:07:03.202;;;;;36.9;;;;;
22/09/2024 18:10:00.690;;;93;;;;;;;
22/09/2024 18:14:24.388;;;;30.2;;;;;;
22/09/2024 18:23:56.204;;;;;37.1;;;;;
22/09/2024 18:31:10.549;;;93;;;;;;;
22/09/2024 18:47:55.593;7.38;;;;;180;;;;
22/09/2024 18:54:58.880;;;;15.1;;;;;;
22/09/2024 18:55:01.102;;;;20.1;;;;;;
22/09/2024 18:59:27.085;;;93;;;;;;;
22/09/2024 18:59:27.809;;;;;37.0;;;;;
22/09/2024 19:00:19.997;;;;;37.1;;;;;
22/09/2024 19:01:09.624;;;93;;;;;;;
22/09/2024 19:06:11.131;;;;17.5;;;;;;
22/09/2024 19:24:21.477;;;;26.6;;;;;;
22/09/2024 19:27:57.358;;;;;37.2;;;;;
22/09/2024 19:32:01.863;;;93;;;;;;;
22/09/2024 19:34:36.670;;;93;;;;;;;
22/09/2024 19:47:55.595;7.38;;;;;180;;;;
22/09/2024 19:48:08.003;;;;15.3;;;;;;
22/09/2024 19:49:24.807;;;;;36.8;;;;;
22/09/2024 19:51:41.328;;;93;;;;;;;
22/09/2024 19:59:21.650;;;;20.0;;;;;;
22/09/2024 19:59:59.423;;;;;37.0;;;;;
22/09/2024 20:00:26.850;;;;;37.1;;;;;
22/09/2024 20:02:14.533;;;93;;;;;;;
22/09/2024 20:06:17.528;;;;27.0;;;;;;
22/09/2024 20:06:18.430;;;;15.8;;;;;;
22/09/2024 20:18:26.981;;;93;;;;;;;
22/09/2024 20:34:18.204;;;;31.3;;;;;;
22/09/2024 20:35:19.720;;;;;37.1;;;;;
22/09/2024 20:39:42.521;;;;;36.9;;;;;
22/09/2024 20:47:55.626;7.38;;;;;180;;;;
22/09/2024 20:53:19.373;;;93;;;;;;;
22/09/2024 20:55:22.254;;;93;;;;;;;
22/09/2024 20:58:49.677;;;;20.0;;;;;;
22/09/2024 20:59:34.080;;;;;37.0;;;;;
22/09/2024 21:00:00.856;;;93;;;;;;;
22/09/2024 21:00:02.948;;;;;37.1;;;;;
22/09/2024 21:01:59.168;;;;20.2;;;;;;
22/09/2024 21:19:22.711;;;93;;;;;;;
22/09/2024 21:22:01.603;;;;15.6;;;;;;
22/09/2024 21:38:49.637;;;;23.4;;;;;;
22/09/2024 21:42:24.067;;;;;36.9;;;;;
22/09/2024 21:47:55.709;7.38;;;;;180;;;;
22/09/2024 21:55:17.784;;;93;;;;;;;
22/09/2024 21:56:15.874;;;93;;;;;;;
22/09/2024 21:58:23.680;;;;20.0;;;;;;
22/09/2024 21:59:44.976;;;;;37.0;;;;;
22/09/2024 22:00:04.703;;;;;36.9;;;;;
22/09/2024 22:02:18.501;;;93;;;;;;;
22/09/2024 22:08:11.820;;;;18.2;;;;;;
22/09/2024 22:28:57.370;;;93;;;;;;;
22/09/2024 22:30:29.491;;;;;37.2;;;;;
22/09/2024 22:30:36.367;;;;15.7;;;;;;
22/09/2024 22:39:34.895;;;;;36.8;;;;;
22/09/2024 22:47:55.736;7.38;;;;;180;;;;
22/09/2024 22:57:46.630;;;93;;;;;;;
22/09/2024 22:58:37.041;;;;28.4;;;;;;
22/09/2024 22:59:38.120;;;;;37.0;;;;;
22/09/2024 22:59:59.907;;;;20.8;;;;;;
22/09/2024 23:00:00.309;;;;19.7;;;;;;
22/09/2024 23:02:05.227;;;;;36.9;;;;;
22/09/2024 23:02:25.639;;;93;;;;;;;
22/09/2024 23:04:31.636;;;93;;;;;;;
22/09/2024 23:08:29.658;;;93;;;;;;;
22/09/2024 23:16:57.569;;;;;36.9;;;;;
22/09/2024 23:34:04.086;;;;;37.1;;;;;
22/09/2024 23:38:44.527;7.38;;;;;;;;;
22/09/2024 23:39:11.603;;;;29.2;;;;;;
22/09/2024 23:47:55.770;7.38;;;;;180;;;;
22/09/2024 23:53:07.172;;;;15.0;;;;;;
22/09/2024 23:54:03.952;;;93;;;;;;;
22/09/2024 23:54:39.938;;;;20.0;;;;;;
22/09/2024 23:58:30.150;;;;;37.1;;;;;
23/09/2024 00:00:10.466;;;;;37.0;;;;;
23/09/2024 00:00:16.078;;;93;;;;;;;
23/09/2024 00:00:29.482;;;;19.7;;;;;;
23/09/2024 00:00:55.470;;;;;37.2;;;;;
23/09/2024 00:35:13.463;;;;28.8;;;;;;
23/09/2024 00:36:35.847;;;93;;;;;;;
23/09/2024 00:47:17.094;;;93;;;;;;;
23/09/2024 00:47:47.248;;;;14.9;;;;;;
23/09/2024 00:47:55.797;7.38;;;;;180;;;;
23/09/2024 00:57:39.900;;;;20.0;;;;;;
23/09/2024 00:58:02.684;;;;;36.9;;;;;
23/09/2024 00:59:32.699;;;;;37.0;;;;;
23/09/2024 00:59:51.711;;;93;;;;;;;
23/09/2024 01:00:13.680;;;;;37.1;;;;;
23/09/2024 01:02:55.791;;;93;;;;;;;
23/09/2024 01:03:10.097;;;;;37.1;;;;;
23/09/2024 01:03:14.225;;;;16.9;;;;;;
23/09/2024 01:04:35.698;;;;31.2;;;;;;
23/09/2024 01:10:22.508;;;;;36.8;;;;;
23/09/2024 01:15:48.441;;;;15.2;;;;;;
23/09/2024 01:47:55.866;7.38;;;;;180;;;;
23/09/2024 01:49:50.513;;;93;;;;;;;
23/09/2024 01:51:46.623;;;93;;;;;;;
23/09/2024 01:55:02.823;;;;19.9;;;;;;
23/09/2024 01:58:28.937;;;93;;;;;;;
23/09/2024 01:59:53.845;;;;;37.0;;;;;
23/09/2024 02:00:00.325;;;93;;;;;;;
23/09/2024 02:00:05.111;;;;;37.1;;;;;
23/09/2024 02:02:59.830;;;;19.8;;;;;;
23/09/2024 02:05:30.162;;;93;;;;;;;
23/09/2024 02:06:13.838;;;;30.1;;;;;;
23/09/2024 02:08:56.659;;;;14.6;;;;;;
23/09/2024 02:13:35.066;;;;;36.8;;;;;
23/09/2024 02:25:45.590;;;93;;;;;;;
23/09/2024 02:30:22.681;;;;;37.2;;;;;
23/09/2024 02:47:55.444;7.38;;;;;180;;;;
23/09/2024 02:58:02.785;;;;20.0;;;;;;
23/09/2024 02:59:35.140;;;93;;;;;;;
23/09/2024 02:59:46.652;;;;;37.0;;;;;
23/09/2024 03:00:37.055;;;;;37.1;;;;;
23/09/2024 03:00:47.541;;;93;;;;;;;
23/09/2024 03:08:09.893;;;;20.3;;;;;;
23/09/2024 03:16:11.704;;;;;36.9;;;;;
23/09/2024 03:19:09.120;;;93;;;;;;;
23/09/2024 03:24:06.144;;;93;;;;;;;
23/09/2024 03:30:06.147;;;;33.2;;;;;;
23/09/2024 03:30:06.555;;;;15.2;;;;;;
23/09/2024 03:33:28.027;;;;;37.1;;;;;
23/09/2024 03:47:55.464;7.38;;;;;180;;;;
23/09/2024 03:56:47.211;;;;20.0;;;;;;
23/09/2024 03:59:31.921;;;93;;;;;;;
23/09/2024 03:59:57.886;;;;;36.9;;;;;
23/09/2024 04:00:05.985;;;;;37.1;;;;;
23/09/2024 04:01:11.397;;;93;;;;;;;
23/09/2024 04:06:12.894;;;93;;;;;;;
23/09/2024 04:09:18.722;;;;24.6;;;;;;
23/09/2024 04:10:57.300;;;93;;;;;;;
23/09/2024 04:12:57.719;;;;;37.1;;;;;
23/09/2024 04:29:23.252;;;;;36.9;;;;;
23/09/2024 04:47:55.517;7.38;;;;;180;;;;
23/09/2024 04:52:46.438;;;;28.5;;;;;;
23/09/2024 04:52:47.394;;;;16.2;;;;;;
23/09/2024 04:57:20.945;;;;19.9;;;;;;
23/09/2024 04:59:42.346;;;;;37.0;;;;;
23/09/2024 04:59:57.354;;;93;;;;;;;
23/09/2024 05:00:40.624;;;;20.1;;;;;;
23/09/2024 05:01:09.235;;;;;37.1;;;;;
23/09/2024 05:02:53.814;;;93;;;;;;;
23/09/2024 05:05:01.843;;;;;36.8;;;;;
23/09/2024 05:30:38.809;;;;14.1;;;;;;
23/09/2024 05:30:59.489;;;93;;;;;;;
23/09/2024 05:41:16.421;;;93;;;;;;;
23/09/2024 05:47:55.608;7.38;;;;;180;;;;
23/09/2024 05:54:24.369;;;;28.2;;;;;;
23/09/2024 05:54:27.077;;;;19.9;;;;;;
23/09/2024 05:55:44.969;;;93;;;;;;;
23/09/2024 05:57:52.561;;;;;37.1;;;;;
23/09/2024 05:59:58.090;;;;;37.1;;;;;
23/09/2024 06:00:07.565;;;;;37.0;;;;;
23/09/2024 06:05:34.402;;;;20.0;;;;;;
23/09/2024 06:06:24.378;;;93;;;;;;;
23/09/2024 06:07:53.786;;;;;36.9;;;;;
23/09/2024 06:28:02.636;;;93;;;;;;;
23/09/2024 06:30:44.626;;;;28.7;;;;;;
23/09/2024 06:42:36.068;;;93;;;;;;;
23/09/2024 06:47:55.610;7.38;;;;;180;;;;
23/09/2024 06:49:34.455;;;;;37.1;;;;;
23/09/2024 06:54:30.677;;;;15.4;;;;;;
23/09/2024 06:54:33.466;;;;20.0;;;;;;
23/09/2024 06:58:48.996;;;93;;;;;;;
23/09/2024 06:59:21.211;;;;;37.0;;;;;
23/09/2024 07:00:03.514;;;;;37.1;;;;;
23/09/2024 07:00:21.991;;;;;37.2;;;;;
23/09/2024 07:01:37.304;;;93;;;;;;;
23/09/2024 07:03:00.103;;;;27.4;;;;;;
23/09/2024 07:19:48.544;;;;15.1;;;;;;
23/09/2024 07:33:34.358;7.38;;;;;;;;;
23/09/2024 07:34:43.158;;;93;;;;;;;
23/09/2024 07:42:26.489;;;;;36.8;;;;;
23/09/2024 07:47:55.678;7.38;;;;;180;;;;
23/09/2024 07:48:43.303;;;93;;;;;;;
23/09/2024 07:59:04.733;;;;20.0;;;;;;
23/09/2024 07:59:54.238;;;93;;;;;;;
23/09/2024 07:59:56.326;;;;;37.0;;;;;
23/09/2024 08:00:02.629;;;;;37.1;;;;;
23/09/2024 08:00:11.340;;;;19.8;;;;;;
23/09/2024 08:01:04.033;;;93;;;;;;;
23/09/2024 08:06:26.629;;;93;;;;;;;
23/09/2024 08:13:39.377;;;;;36.8;;;;;
23/09/2024 08:19:24.088;;;;;37.2;;;;;
23/09/2024 08:32:38.501;;;;33.6;;;;;;
23/09/2024 08:32:38.992;;;;14.0;;;;;;
23/09/2024 08:47:55.713;7.38;;;;;180;;;;
23/09/2024 08:53:49.746;;;93;;;;;;;
23/09/2024 08:59:10.166;;;;20.0;;;;;;
23/09/2024 08:59:53.171;;;;;37.0;;;;;
23/09/2024 09:00:04.449;;;;;37.1;;;;;
23/09/2024 09:03:22.590;;;;14.4;;;;;;
23/09/2024 09:11:52.879;7.38;;;;;;;;;
23/09/2024 09:14:09.784;;;93;;;;;;;
23/09/2024 09:28:54.379;;;;;37.2;;;;;
23/09/2024 09:30:45.668;;;93;;;;;;;
23/09/2024 09:33:51.069;;;;0.0;;;;;;
23/09/2024 09:34:44.662;;;90;;;;;;;
23/09/2024 09:46:27.583;;;;;;181;;;;
23/09/2024 09:46:29.381;;;;;;179;;;;
23/09/2024 09:47:55.773;;;;;;180;;;;
23/09/2024 09:51:02.731;;;;;36.8;;;;;
23/09/2024 09:55:57.648;;;;73.5;;;;;;
23/09/2024 09:58:11.333;;;;0.0;;;;;;
23/09/2024 09:59:47.024;;;;;37.0;;;;;
23/09/2024 09:59:55.738;;;91;;;;;;;
23/09/2024 09:59:57.960;7.46;;;;;;;;;
23/09/2024 10:00:03.835;7.46;;;;;;;;;
23/09/2024 10:00:12.449;;;91;;;;;;;
23/09/2024 10:00:28.430;;;;;36.9;;;;;
23/09/2024 10:18:20.964;;;;25.4;;;;;;
23/09/2024 10:18:22.776;;;;0.0;;;;;;
23/09/2024 10:37:01.610;;;;;;;500;;;
23/09/2024 10:37:01.909;;;;;;183;;;;
23/09/2024 10:41:33.039;;;;;36.8;;;;;
23/09/2024 10:44:31.915;7.87;;;;;;;;;
23/09/2024 10:45:24.120;;;97;;;;;;;
23/09/2024 10:45:35.759;;;;;;162;;;;
23/09/2024 10:47:08.956;;;;39.0;;;;;;
23/09/2024 10:51:15.769;;;;;37.2;;;;;
23/09/2024 10:59:26.268;;;93;;;;;;;
23/09/2024 10:59:53.771;7.56;;;;;178;;;;
23/09/2024 10:59:55.069;;;;21.5;;;;;;
23/09/2024 10:59:59.788;;;;;37.0;;;;;
23/09/2024 11:00:00.559;7.56;;;;;;;;;
23/09/2024 11:00:02.587;;;;;37.1;;;;;
23/09/2024 11:00:05.885;;;93;21.4;;;;;;
23/09/2024 11:00:15.295;;;;;;179;;;;
23/09/2024 11:03:45.700;;;;;37.2;;;;;
23/09/2024 11:09:51.787;;;;27.3;;;;;;
23/09/2024 11:17:54.424;;;;;36.7;;;;;
23/09/2024 11:34:16.053;;;;13.9;;;;;;
23/09/2024 11:34:34.054;;;;;;183;;;;
23/09/2024 11:47:55.875;;;;17.4;;;;;;
23/09/2024 11:58:21.475;7.46;;;;;;;;;
23/09/2024 11:59:16.818;;;;;;183;;;;
23/09/2024 11:59:28.090;;;91;;;;;;;
23/09/2024 11:59:55.801;;;;;37.0;;;;;
23/09/2024 12:00:07.018;;;;;36.9;;;;;
23/09/2024 12:00:15.318;;;;;;182;;;;
23/09/2024 12:00:49.098;;;91;;;;;;;
23/09/2024 12:02:14.115;7.46;;;;;;;;;
23/09/2024 12:06:31.039;;;;17.3;;;;;;
23/09/2024 12:13:32.745;;;;19.2;;;;;;
23/09/2024 12:19:42.640;;;;16.5;;;;;;
23/09/2024 12:19:53.170;;;;;36.8;;;;;
23/09/2024 12:22:24.163;;;91;;;;;;;
23/09/2024 12:33:32.399;;;;;;183;;;;
23/09/2024 12:34:04.378;;;;;;182;;;;
23/09/2024 12:43:56.323;;;;;37.3;;;;;
23/09/2024 12:47:55.936;;;;;;183;;;;
23/09/2024 12:58:37.229;;;91;;;;;;;
23/09/2024 12:58:45.331;;;;17.4;;;;;;
23/09/2024 12:59:37.533;7.45;;;;;;;;;
23/09/2024 12:59:53.959;;;;;37.0;;;;;
23/09/2024 13:00:00.252;;;;;37.1;;;;;
23/09/2024 13:01:16.541;;;91;;;;;;;
23/09/2024 13:04:43.545;;;;17.2;;;;;;
23/09/2024 13:06:07.732;;;;;;183;;;;
23/09/2024 13:14:29.389;7.45;;;;;;;;;
23/09/2024 13:18:23.678;;;;;37.2;;;;;
23/09/2024 13:20:52.866;;;;18.5;;;;;;
23/09/2024 13:33:45.918;7.45;;;;;;;;;
23/09/2024 13:36:32.106;;;;;;;0;;;
23/09/2024 13:36:32.923;;;;0.0;;;;;;
23/09/2024 13:36:33.328;;;;;;0;;;;
23/09/2024 13:36:39.010;;;;;;;;0;;
23/09/2024 13:36:41.716;;;;;;;;100;;
23/09/2024 13:38:24.917;;;90;;;;;;;
23/09/2024 13:42:52.339;;;;;;;500;;;
23/09/2024 13:42:58.111;;;;;;200;;;;
23/09/2024 13:48:17.129;;;92;;;;;;;
23/09/2024 13:51:00.469;7.62;;;;;;;;;
23/09/2024 13:51:41.665;;;;;36.0;;;;;
23/09/2024 13:58:43.959;;;91;;;;;;;
23/09/2024 13:59:54.656;;;;;;188;;;;
23/09/2024 13:59:58.686;;;;11.6;;;;;;
23/09/2024 13:59:59.365;;;;;36.9;;;;;
23/09/2024 13:59:59.571;7.55;;;;;;;;;
23/09/2024 14:00:00.272;;;;;36.8;;;;;
23/09/2024 14:00:00.466;7.55;;;11.7;;188;;;;
23/09/2024 14:01:06.171;;;92;;;;;;;
23/09/2024 14:22:22.621;;;;;37.6;;;;;
23/09/2024 14:29:08.729;;;98;;;;;;;
23/09/2024 14:43:20.139;;;;26.1;;;;;;
23/09/2024 14:47:04.683;7.62;;;;;;;;;
23/09/2024 14:48:59.400;;;;0.0;;;;;;
23/09/2024 14:48:59.892;7.33;;;;;200;;;;
23/09/2024 14:49:45.780;;;;;;126;;;;
23/09/2024 14:49:56.103;;;85;;;;;;;
23/09/2024 14:54:09.494;;;;;;184;;;;
23/09/2024 14:54:40.787;;;;;35.2;;;;;
23/09/2024 14:59:16.815;;;94;;;;;;;
23/09/2024 14:59:30.788;7.53;;;;;;;;;
23/09/2024 14:59:53.719;;;;15.5;;;;;;
23/09/2024 14:59:59.323;;;;;36.0;;;;;
23/09/2024 15:00:01.194;;;;;36.2;;;;;
23/09/2024 15:00:02.726;7.52;;;;;;;;;
23/09/2024 15:00:12.413;;;;;35.9;;;;;
23/09/2024 15:00:13.509;;;;14.9;;;;;;
23/09/2024 15:01:30.980;;;94;;;;;;;
23/09/2024 15:08:18.619;;;;;;184;;;;
23/09/2024 15:19:45.553;;;;;37.5;;;;;
23/09/2024 15:40:17.878;;;;;;183;;;;
23/09/2024 15:40:18.379;;;;;;185;;;;
23/09/2024 15:41:06.915;;;;44.9;;;;;;
23/09/2024 15:41:08.290;;;;4.7;;;;;;
23/09/2024 15:47:55.607;;;;;;184;;;;
23/09/2024 15:54:51.812;;;93;;;;;;;
23/09/2024 15:58:37.707;7.47;;;;;;;;;
23/09/2024 15:59:56.910;;;;16.0;;;;;;
23/09/2024 15:59:57.558;;;;;37.0;;;;;
23/09/2024 16:00:01.223;;;;;37.2;;;;;
23/09/2024 16:00:03.223;;;;15.1;;;;;;
23/09/2024 16:00:10.426;;;93;;;;;;;
23/09/2024 16:00:14.427;7.47;;;;;;;;;
23/09/2024 16:07:33.876;;;;;37.3;;;;;
23/09/2024 16:09:23.859;;;;;;184;;;;
23/09/2024 16:09:24.350;;;;;;184;;;;
23/09/2024 16:10:23.259;;;;14.3;;;;;;
23/09/2024 16:11:03.764;;;;19.7;;;;;;
23/09/2024 16:39:56.245;;;;;;183;;;;
23/09/2024 16:41:58.929;;;;;36.7;;;;;
23/09/2024 16:47:55.688;;;;;;184;;;;
23/09/2024 16:54:24.348;7.46;;;;;;;;;
23/09/2024 16:55:16.957;;;92;;;;;;;
23/09/2024 16:59:24.941;;;92;;;;;;;
23/09/2024 16:59:54.588;;;;16.2;;;;;;
23/09/2024 16:59:56.666;;;;;37.0;;;;;
23/09/2024 17:00:01.176;;;;;36.9;;;;;
23/09/2024 17:00:03.192;;;;15.8;;;;;;
23/09/2024 17:03:29.571;;;92;;;;;;;
23/09/2024 17:04:02.401;7.46;;;;;;;;;
23/09/2024 17:09:23.502;;;;;36.7;;;;;
